Apple,195.17999267578125,194.5,-0.67999267578125
Microsoft,398.8999938964844,402.55999755859375,3.660003662109375
Alphabet (Google),147.0399932861328,148.6999969482422,1.660003662109375
Amazon,156.02000427246094,156.8699951171875,0.8499908447265625
NVIDIA,598.72998046875,613.6199951171875,14.8900146484375
Meta Platforms (Facebook),385.20001220703125,390.70001220703125,5.5
Berkshire Hathaway,NaN,NaN,NaN
Tesla,209.13999938964844,207.8300018310547,-1.30999755859375
Eli Lilly,629.6799926757812,633.7000122070312,4.02001953125
Visa,271.260009765625,271.6499938964844,0.389984130859375
Broadcom,1226.31005859375,1253.8699951171875,27.5599365234375
UnitedHealth,515.52001953125,513.22998046875,-2.2900390625
JPMorgan Chase,168.99000549316406,170.5,1.5099945068359375
Walmart,162.8000030517578,160.5,-2.3000030517578125
Exxon Mobil,97.91000366210938,99.5999984741211,1.6899948120117188
Mastercard,438.760009765625,438.70001220703125,-0.05999755859375
Johnson & Johnson,159.80999755859375,158.9600067138672,-0.8499908447265625
Procter & Gamble,153.97999572753906,152.1199951171875,-1.8600006103515625
Oracle,111.83000183105469,114.30999755859375,2.4799957275390625
Home Depot,350.7799987792969,347.2699890136719,-3.510009765625
Adobe,597.1799926757812,606.47998046875,9.29998779296875
Chevron,142.08999633789062,144.9199981689453,2.8300018310546875
Costco,687.5900268554688,686.510009765625,-1.08001708984375
Merck,119.83999633789062,118.87999725341797,-0.9599990844726562
Coca-Cola,59.849998474121094,58.90999984741211,-0.9399986267089844
AbbVie,167.5,164.22000122070312,-3.279998779296875
Bank of America,32.77000045776367,32.97999954223633,0.20999908447265625
Pepsico,167.63999938964844,165.60000610351562,-2.0399932861328125
Salesforce,276.7699890136719,276.8800048828125,0.110015869140625
Netflix,492.19000244140625,544.8699951171875,52.67999267578125
McDonald,300.04998779296875,300.44000244140625,0.3900146484375
AMD,168.4199981689453,178.2899932861328,9.8699951171875
Cisco,51.7599983215332,51.310001373291016,-0.4499969482421875
Thermo Fisher Scientific,550.739990234375,539.989990234375,-10.75
Intel,48.88999938964844,49.09000015258789,0.20000076293945312
Abbott Laboratories,114.0,110.7699966430664,-3.2300033569335938
T-Mobile US,163.74000549316406,162.0,-1.7400054931640625
Pfizer,28.43000030517578,28.329999923706055,-0.10000038146972656
Comcast,43.95000076293945,43.79999923706055,-0.15000152587890625
Walt Disney,93.7699966430664,93.5,-0.26999664306640625
Nike,101.9000015258789,100.76000213623047,-1.1399993896484375
Danaher,232.10000610351562,228.61000061035156,-3.4900054931640625
Intuit,635.8200073242188,636.1799926757812,0.3599853515625
Verizon,42.22999954223633,41.279998779296875,-0.9500007629394531
Wells Fargo,49.119998931884766,49.4900016784668,0.37000274658203125
Philip Morris,91.80000305175781,90.87999725341797,-0.9200057983398438
QUALCOMM,153.5,154.3699951171875,0.8699951171875
Amgen,309.9100036621094,305.5,-4.410003662109375
IBM,173.94000244140625,173.92999267578125,-0.010009765625
Texas Instruments,174.33999633789062,170.07000732421875,-4.269989013671875
